   Elapsed time	 RESP, 	PLETH, 	    V, 	  AVR, 	   II, 
        254.288	  0.398	  0.402	  0.525	  0.551	  0.355
        254.296	  0.393	  0.402	  0.529	  0.545	  0.355
        254.304	  0.386	  0.404	  0.525	  0.551	  0.355
        254.312	  0.380	  0.405	  0.525	  0.545	  0.359
        254.320	  0.373	  0.406	  0.520	  0.545	  0.355
        254.328	  0.368	  0.407	  0.520	  0.551	  0.355
        254.336	  0.362	  0.408	  0.520	  0.551	  0.355
        254.344	  0.356	  0.407	  0.520	  0.551	  0.345
        254.352	  0.348	  0.407	  0.525	  0.555	  0.349
        254.360	  0.340	  0.406	  0.520	  0.561	  0.339
        254.368	  0.332	  0.405	  0.520	  0.565	  0.335
        254.376	  0.324	  0.405	  0.535	  0.555	  0.345
        254.384	  0.316	  0.405	  0.551	  0.545	  0.365
        254.392	  0.308	  0.407	  0.575	  0.539	  0.380
        254.400	  0.301	  0.410	  0.590	  0.535	  0.380
        254.408	  0.294	  0.415	  0.600	  0.529	  0.375
        254.416	  0.287	  0.423	  0.571	  0.535	  0.359
        254.424	  0.282	  0.436	  0.545	  0.545	  0.339
        254.432	  0.276	  0.449	  0.520	  0.551	  0.335
        254.440	  0.270	  0.465	  0.494	  0.545	  0.345
        254.448	  0.265	  0.486	  0.475	  0.545	  0.355
        254.456	  0.261	  0.509	  0.471	  0.545	  0.355
        254.464	  0.259	  0.534	  0.475	  0.545	  0.355
        254.472	  0.256	  0.556	  0.490	  0.555	  0.345
        254.480	  0.254	  0.576	  0.500	  0.571	  0.329
        254.488	  0.252	  0.592	  0.500	  0.561	  0.339
        254.496	  0.251	  0.605	  0.500	  0.565	  0.339
        254.504	  0.250	  0.615	  0.494	  0.561	  0.345
        254.512	  0.250	  0.621	  0.510	  0.561	  0.349
        254.520	  0.250	  0.624	  0.616	  0.584	  0.278
        254.528	  0.251	  0.625	  0.620	  0.445	  0.525
        254.536	  0.252	  0.624	  0.188	  0.039	  1.292
        254.544	  0.252	  0.624	 -0.502	 -0.418	  1.504
        254.552	  0.252	  0.623	 -0.502	 -0.118	  1.504
        254.560	  0.252	  0.619	 -0.002	  0.410	  0.725
        254.568	  0.252	  0.613	  0.339	  0.535	  0.420
        254.576	  0.251	  0.604	  0.429	  0.520	  0.410
        254.584	  0.250	  0.596	  0.475	  0.520	  0.400
        254.592	  0.248	  0.587	  0.510	  0.525	  0.375
        254.600	  0.247	  0.577	  0.525	  0.539	  0.355
        254.608	  0.245	  0.567	  0.529	  0.545	  0.335
        254.616	  0.242	  0.556	  0.539	  0.539	  0.345
        254.624	  0.239	  0.546	  0.525	  0.535	  0.359
        254.632	  0.236	  0.537	  0.520	  0.525	  0.371
        254.640	  0.233	  0.527	  0.516	  0.516	  0.380
        254.648	  0.230	  0.517	  0.520	  0.506	  0.400
        254.656	  0.227	  0.508	  0.516	  0.506	  0.404
        254.664	  0.224	  0.501	  0.529	  0.510	  0.394
        254.672	  0.222	  0.496	  0.525	  0.500	  0.410
        254.680	  0.219	  0.492	  0.520	  0.490	  0.429
        254.688	  0.217	  0.490	  0.516	  0.480	  0.445
        254.696	  0.215	  0.489	  0.520	  0.471	  0.461
        254.704	  0.213	  0.489	  0.516	  0.455	  0.480
        254.712	  0.211	  0.488	  0.516	  0.435	  0.516
        254.720	  0.210	  0.486	  0.510	  0.410	  0.555
        254.728	  0.209	  0.484	  0.510	  0.384	  0.596
        254.736	  0.208	  0.482	  0.510	  0.355	  0.635
        254.744	  0.208	  0.479	  0.520	  0.329	  0.680
        254.752	  0.208	  0.477	  0.516	  0.310	  0.716
        254.760	  0.208	  0.475	  0.520	  0.290	  0.731
        254.768	  0.208	  0.473	  0.525	  0.284	  0.745
        254.776	  0.209	  0.470	  0.520	  0.284	  0.745
        254.784	  0.210	  0.467	  0.525	  0.290	  0.731
        254.792	  0.211	  0.463	  0.516	  0.310	  0.716
        254.800	  0.212	  0.459	  0.506	  0.339	  0.671
        254.808	  0.214	  0.455	  0.500	  0.375	  0.610
        254.816	  0.215	  0.450	  0.500	  0.416	  0.555
        254.824	  0.217	  0.445	  0.494	  0.449	  0.506
        254.832	  0.219	  0.441	  0.494	  0.484	  0.455
        254.840	  0.220	  0.437	  0.494	  0.510	  0.420
        254.848	  0.221	  0.433	  0.506	  0.525	  0.384
        254.856	  0.222	  0.430	  0.500	  0.539	  0.359
        254.864	  0.223	  0.426	  0.510	  0.555	  0.345
        254.872	  0.223	  0.423	  0.510	  0.561	  0.339
        254.880	  0.223	  0.420	  0.520	  0.555	  0.335
        254.888	  0.223	  0.416	  0.516	  0.555	  0.349
        254.896	  0.221	  0.414	  0.520	  0.545	  0.355
        254.904	  0.220	  0.413	  0.516	  0.545	  0.365
        254.912	  0.217	  0.413	  0.520	  0.545	  0.365
        254.920	  0.214	  0.413	  0.506	  0.539	  0.375
        254.928	  0.210	  0.413	  0.510	  0.535	  0.371
        254.936	  0.206	  0.413	  0.510	  0.539	  0.365
        254.944	  0.200	  0.413	  0.520	  0.539	  0.365
        254.952	  0.196	  0.413	  0.516	  0.539	  0.371
        254.960	  0.191	  0.413	  0.520	  0.545	  0.359
        254.968	  0.186	  0.413	  0.510	  0.545	  0.359
        254.976	  0.180	  0.413	  0.510	  0.545	  0.365
        254.984	  0.174	  0.413	  0.506	  0.545	  0.355
        254.992	  0.168	  0.411	  0.500	  0.545	  0.355
        255.000	  0.161	  0.410	  0.510	  0.551	  0.355
        255.008	  0.154	  0.409	  0.510	  0.551	  0.349
        255.016	  0.148	  0.408	  0.510	  0.555	  0.355
        255.024	  0.141	  0.407	  0.510	  0.551	  0.339
        255.032	  0.134	  0.408	  0.516	  0.555	  0.349
        255.040	  0.128	  0.408	  0.535	  0.545	  0.365
        255.048	  0.121	  0.409	  0.555	  0.525	  0.384
        255.056	  0.115	  0.411	  0.565	  0.520	  0.390
        255.064	  0.110	  0.413	  0.571	  0.525	  0.380
        255.072	  0.105	  0.419	  0.551	  0.535	  0.359
        255.080	  0.100	  0.428	  0.539	  0.551	  0.329
        255.088	  0.097	  0.442	  0.506	  0.561	  0.324
        255.096	  0.093	  0.459	  0.484	  0.555	  0.335
        255.104	  0.091	  0.480	  0.455	  0.555	  0.349
        255.112	  0.089	  0.502	  0.461	  0.551	  0.355
        255.120	  0.089	  0.523	  0.455	  0.551	  0.355
        255.128	  0.089	  0.542	  0.480	  0.551	  0.355
        255.136	  0.090	  0.557	  0.490	  0.565	  0.335
        255.144	  0.091	  0.574	  0.500	  0.571	  0.324
        255.152	  0.092	  0.587	  0.500	  0.571	  0.335
        255.160	  0.094	  0.598	  0.500	  0.565	  0.335
        255.168	  0.096	  0.606	  0.500	  0.555	  0.345
        255.176	  0.099	  0.611	  0.606	  0.580	  0.290
        255.184	  0.101	  0.613	  0.620	  0.475	  0.480
        255.192	  0.104	  0.613	  0.265	  0.084	  1.192
        255.200	  0.106	  0.611	 -0.437	 -0.388	  1.504
        255.208	  0.109	  0.607	 -0.502	 -0.182	  1.504
        255.216	  0.109	  0.602	 -0.047	  0.394	  0.771
        255.224	  0.111	  0.598	  0.329	  0.551	  0.410
        255.232	  0.112	  0.593	  0.425	  0.525	  0.400
        255.240	  0.114	  0.587	  0.465	  0.516	  0.410
        255.248	  0.114	  0.581	  0.500	  0.520	  0.390
        255.256	  0.115	  0.571	  0.500	  0.520	  0.380
        255.264	  0.116	  0.559	  0.516	  0.529	  0.371
        255.272	  0.117	  0.545	  0.516	  0.535	  0.365
        255.280	  0.117	  0.532	  0.506	  0.516	  0.384
        255.288	  0.117	  0.519	  0.500	  0.510	  0.404
        255.296	  0.118	  0.509	  0.494	  0.500	  0.404
        255.304	  0.118	  0.501	  0.490	  0.500	  0.420
        255.312	  0.119	  0.497	  0.500	  0.500	  0.429
        255.320	  0.119	  0.494	  0.510	  0.500	  0.439
        255.328	  0.120	  0.493	  0.510	  0.490	  0.439
        255.336	  0.121	  0.492	  0.500	  0.480	  0.449
        255.344	  0.123	  0.492	  0.506	  0.471	  0.475
        255.352	  0.124	  0.492	  0.500	  0.449	  0.494
        255.360	  0.125	  0.490	  0.510	  0.439	  0.516
        255.368	  0.127	  0.488	  0.500	  0.425	  0.535
        255.376	  0.129	  0.485	  0.506	  0.404	  0.565
        255.384	  0.132	  0.482	  0.506	  0.384	  0.606
        255.392	  0.135	  0.480	  0.506	  0.355	  0.645
        255.400	  0.139	  0.476	  0.506	  0.335	  0.680
        255.408	  0.142	  0.473	  0.510	  0.310	  0.716
        255.416	  0.146	  0.469	  0.516	  0.294	  0.735
        255.424	  0.149	  0.465	  0.520	  0.290	  0.745
        255.432	  0.152	  0.461	  0.525	  0.290	  0.751
        255.440	  0.155	  0.458	  0.520	  0.294	  0.735
        255.448	  0.158	  0.455	  0.520	  0.314	  0.710
        255.456	  0.161	  0.451	  0.510	  0.339	  0.671
        255.464	  0.164	  0.447	  0.500	  0.375	  0.620
        255.472	  0.167	  0.442	  0.500	  0.420	  0.565
        255.480	  0.169	  0.436	  0.506	  0.461	  0.510
        255.488	  0.172	  0.430	  0.506	  0.494	  0.455
        255.496	  0.175	  0.426	  0.510	  0.520	  0.410
        255.504	  0.177	  0.422	  0.520	  0.539	  0.375
        255.512	  0.179	  0.419	  0.535	  0.555	  0.349
        255.520	  0.180	  0.417	  0.539	  0.565	  0.335
        255.528	  0.181	  0.415	  0.545	  0.561	  0.329
        255.536	  0.182	  0.413	  0.545	  0.571	  0.324
        255.544	  0.183	  0.413	  0.551	  0.565	  0.335
        255.552	  0.184	  0.412	  0.545	  0.561	  0.339
        255.560	  0.185	  0.411	  0.539	  0.565	  0.345
        255.568	  0.186	  0.410	  0.545	  0.551	  0.349
        255.576	  0.187	  0.410	  0.535	  0.555	  0.355
        255.584	  0.187	  0.410	  0.529	  0.545	  0.359
        255.592	  0.187	  0.411	  0.529	  0.551	  0.355
        255.600	  0.187	  0.413	  0.535	  0.545	  0.359
        255.608	  0.187	  0.413	  0.525	  0.545	  0.359
        255.616	  0.188	  0.413	  0.529	  0.555	  0.355
        255.624	  0.188	  0.413	  0.520	  0.561	  0.349
        255.632	  0.189	  0.413	  0.516	  0.561	  0.355
        255.640	  0.190	  0.413	  0.520	  0.561	  0.345
        255.648	  0.192	  0.413	  0.516	  0.565	  0.339
        255.656	  0.194	  0.413	  0.510	  0.571	  0.335
        255.664	  0.196	  0.412	  0.516	  0.575	  0.324
        255.672	  0.197	  0.411	  0.510	  0.571	  0.324
        255.680	  0.199	  0.409	  0.516	  0.571	  0.324
        255.688	  0.202	  0.406	  0.525	  0.571	  0.335
        255.696	  0.206	  0.404	  0.551	  0.561	  0.345
        255.704	  0.210	  0.404	  0.565	  0.551	  0.359
        255.712	  0.215	  0.405	  0.575	  0.545	  0.365
        255.720	  0.221	  0.408	  0.561	  0.535	  0.359
        255.728	  0.228	  0.410	  0.545	  0.551	  0.339
        255.736	  0.235	  0.413	  0.510	  0.571	  0.310
        255.744	  0.242	  0.421	  0.490	  0.571	  0.310
        255.752	  0.251	  0.434	  0.471	  0.571	  0.324
        255.760	  0.259	  0.451	  0.461	  0.571	  0.335
        255.768	  0.267	  0.471	  0.449	  0.571	  0.329
        255.776	  0.275	  0.492	  0.465	  0.571	  0.335
        255.784	  0.283	  0.512	  0.475	  0.575	  0.320
        255.792	  0.291	  0.532	  0.480	  0.590	  0.310
        255.800	  0.300	  0.549	  0.480	  0.590	  0.310
        255.808	  0.310	  0.565	  0.475	  0.584	  0.314
        255.816	  0.320	  0.577	  0.475	  0.575	  0.324
        255.824	  0.327	  0.586	  0.510	  0.575	  0.294
        255.832	  0.336	  0.589	  0.575	  0.580	  0.359
        255.840	  0.344	  0.590	  0.439	  0.320	  0.767
        255.848	  0.352	  0.591	 -0.082	 -0.222	  1.504
        255.856	  0.360	  0.590	 -0.502	 -0.402	  1.504
        255.864	  0.368	  0.589	 -0.276	  0.129	  1.308
        255.872	  0.376	  0.587	  0.239	  0.555	  0.455
        255.880	  0.384	  0.585	  0.425	  0.596	  0.324
        255.888	  0.393	  0.581	  0.449	  0.565	  0.349
        255.896	  0.402	  0.576	  0.480	  0.571	  0.335
        255.904	  0.411	  0.568	  0.490	  0.565	  0.329
        255.912	  0.419	  0.557	  0.500	  0.561	  0.329
        255.920	  0.427	  0.545	  0.500	  0.565	  0.320
        255.928	  0.435	  0.533	  0.506	  0.571	  0.314
        255.936	  0.442	  0.521	  0.494	  0.561	  0.329
        255.944	  0.450	  0.509	  0.484	  0.555	  0.339
        255.952	  0.457	  0.499	  0.480	  0.545	  0.359
        255.960	  0.465	  0.491	  0.484	  0.529	  0.375
        255.968	  0.474	  0.484	  0.490	  0.535	  0.375
        255.976	  0.483	  0.478	  0.484	  0.525	  0.384
        255.984	  0.492	  0.474	  0.480	  0.520	  0.390
        255.992	  0.500	  0.473	  0.475	  0.506	  0.410
        256.000	  0.508	  0.472	  0.475	  0.490	  0.435
        256.008	  0.517	  0.470	  0.475	  0.480	  0.461
        256.016	  0.526	  0.467	  0.475	  0.461	  0.484
        256.024	  0.536	  0.463	  0.471	  0.439	  0.520
        256.032	  0.546	  0.459	  0.455	  0.416	  0.565
        256.040	  0.557	  0.455	  0.449	  0.380	  0.616
        256.048	  0.568	  0.450	  0.449	  0.349	  0.665
        256.056	  0.580	  0.446	  0.439	  0.320	  0.710
        256.064	  0.591	  0.442	  0.435	  0.294	  0.751
        256.072	  0.603	  0.438	  0.435	  0.284	  0.755
        256.080	  0.614	  0.435	  0.445	  0.269	  0.776
        256.088	  0.625	  0.431	  0.435	  0.265	  0.780
        256.096	  0.635	  0.427	  0.435	  0.278	  0.767
        256.104	  0.645	  0.421	  0.439	  0.320	  0.706
        256.112	  0.657	  0.416	  0.445	  0.355	  0.655
        256.120	  0.668	  0.413	  0.455	  0.400	  0.590
        256.128	  0.680	  0.411	  0.465	  0.435	  0.529
        256.136	  0.692	  0.409	  0.471	  0.480	  0.461
        256.144	  0.704	  0.407	  0.490	  0.516	  0.420
        256.152	  0.716	  0.407	  0.500	  0.535	  0.375
        256.160	  0.727	  0.408	  0.506	  0.551	  0.349
        256.168	  0.738	  0.409	  0.506	  0.565	  0.324
        256.176	  0.751	  0.409	  0.516	  0.571	  0.320
        256.184	  0.762	  0.410	  0.516	  0.571	  0.314
        256.192	  0.776	  0.409	  0.520	  0.571	  0.314
        256.200	  0.789	  0.408	  0.520	  0.575	  0.320
        256.208	  0.803	  0.407	  0.520	  0.571	  0.324
        256.216	  0.815	  0.405	  0.520	  0.571	  0.329
        256.224	  0.828	  0.404	  0.500	  0.561	  0.345
        256.232	  0.842	  0.406	  0.480	  0.545	  0.355
        256.240	  0.852	  0.406	  0.500	  0.551	  0.365
        256.248	  0.863	  0.406	  0.516	  0.529	  0.375
        256.256	  0.873	  0.407	  0.520	  0.539	  0.371
        256.264	  0.882	  0.408	  0.529	  0.545	  0.380
        256.272	  0.890	  0.409	  0.520	  0.539	  0.371
        256.280	  0.896	  0.410	  0.520	  0.539	  0.380
        256.288	  0.902	  0.411	  0.520	  0.545	  0.371
        256.296	  0.908	  0.411	  0.525	  0.555	  0.355
        256.304	  0.912	  0.410	  0.510	  0.545	  0.345
        256.312	  0.917	  0.409	  0.500	  0.555	  0.345
        256.320	  0.920	  0.406	  0.494	  0.551	  0.339
        256.328	  0.923	  0.404	  0.500	  0.561	  0.339
        256.336	  0.925	  0.403	  0.506	  0.565	  0.335
        256.344	  0.928	  0.403	  0.529	  0.551	  0.359
        256.352	  0.930	  0.402	  0.545	  0.539	  0.375
        256.360	  0.933	  0.402	  0.571	  0.539	  0.375
        256.368	  0.935	  0.403	  0.580	  0.535	  0.371
        256.376	  0.938	  0.405	  0.571	  0.525	  0.380
        256.384	  0.941	  0.407	  0.545	  0.539	  0.349
        256.392	  0.945	  0.411	  0.510	  0.545	  0.339
        256.400	  0.950	  0.416	  0.490	  0.545	  0.345
        256.408	  0.954	  0.426	  0.475	  0.545	  0.355
        256.416	  0.959	  0.440	  0.461	  0.545	  0.355
        256.424	  0.964	  0.454	  0.471	  0.555	  0.349
        256.432	  0.969	  0.469	  0.480	  0.551	  0.355
        256.440	  0.975	  0.488	  0.500	  0.561	  0.339
        256.448	  0.980	  0.503	  0.500	  0.571	  0.335
        256.456	  0.986	  0.518	  0.500	  0.571	  0.335
        256.464	  0.991	  0.533	  0.500	  0.565	  0.339
        256.472	  0.996	  0.547	  0.500	  0.561	  0.355
        256.480	  0.998	  0.559	  0.575	  0.571	  0.320
        256.488	  1.000	  0.567	  0.606	  0.494	  0.449
        256.496	  1.000	  0.572	  0.355	  0.143	  1.086
        256.504	  1.000	  0.574	 -0.276	 -0.418	  1.504
        256.512	  1.000	  0.573	 -0.502	 -0.482	  1.504
        256.520	  1.000	  0.572	 -0.061	  0.275	  1.027
        256.528	  1.000	  0.570	  0.390	  0.584	  0.380
        256.536	  1.000	  0.567	  0.510	  0.596	  0.329
        256.544	  1.000	  0.562	  0.535	  0.555	  0.359
        256.552	  1.000	  0.555	  0.555	  0.555	  0.339
        256.560	  1.000	  0.546	  0.580	  0.561	  0.335
        256.568	  1.000	  0.535	  0.584	  0.565	  0.324
        256.576	  1.000	  0.522	  0.606	  0.571	  0.310
        256.584	  1.000	  0.508	  0.596	  0.575	  0.310
        256.592	  1.000	  0.497	  0.590	  0.571	  0.304
        256.600	  1.000	  0.487	  0.580	  0.561	  0.329
        256.608	  1.000	  0.479	  0.580	  0.551	  0.349
        256.616	  1.000	  0.472	  0.584	  0.545	  0.359
        256.624	  1.000	  0.467	  0.580	  0.529	  0.380
        256.632	  1.000	  0.463	  0.575	  0.520	  0.400
        256.640	  1.000	  0.459	  0.565	  0.506	  0.420
        256.648	  1.000	  0.457	  0.555	  0.494	  0.439
        256.656	  1.000	  0.456	  0.545	  0.480	  0.471
        256.664	  1.000	  0.453	  0.555	  0.465	  0.494
        256.672	  1.000	  0.451	  0.545	  0.439	  0.525
        256.680	  1.000	  0.450	  0.539	  0.410	  0.575
        256.688	  1.000	  0.448	  0.520	  0.380	  0.620
        256.696	  1.000	  0.446	  0.520	  0.349	  0.671
        256.704	  1.000	  0.445	  0.500	  0.314	  0.725
        256.712	  1.000	  0.444	  0.500	  0.278	  0.776
        256.720	  1.000	  0.441	  0.490	  0.259	  0.812
        256.728	  1.000	  0.440	  0.494	  0.249	  0.826
        256.736	  1.000	  0.438	  0.484	  0.245	  0.835
        256.744	  1.000	  0.435	  0.490	  0.245	  0.826
        256.752	  1.000	  0.431	  0.480	  0.265	  0.800
        256.760	  1.000	  0.426	  0.490	  0.300	  0.755
        256.768	  1.000	  0.420	  0.494	  0.339	  0.690
        256.776	  1.000	  0.415	  0.500	  0.384	  0.620
        256.784	  1.000	  0.412	  0.506	  0.429	  0.551
        256.792	  1.000	  0.407	  0.516	  0.475	  0.480
        256.800	  1.000	  0.405	  0.520	  0.510	  0.429
        256.808	  1.000	  0.402	  0.535	  0.529	  0.390
        256.816	  1.000	  0.401	  0.545	  0.551	  0.355
        256.824	  1.000	  0.400	  0.555	  0.561	  0.339
        256.832	  1.000	  0.400	  0.561	  0.565	  0.335
        256.840	  1.000	  0.400	  0.551	  0.561	  0.335
        256.848	  1.000	  0.400	  0.545	  0.555	  0.339
        256.856	  1.000	  0.399	  0.539	  0.561	  0.335
        256.864	  1.000	  0.398	  0.545	  0.555	  0.345
        256.872	  1.000	  0.398	  0.539	  0.555	  0.349
        256.880	  1.000	  0.398	  0.535	  0.551	  0.355
        256.888	  1.000	  0.398	  0.529	  0.545	  0.355
        256.896	  1.000	  0.399	  0.529	  0.539	  0.375
        256.904	  1.000	  0.400	  0.525	  0.539	  0.380
        256.912	  1.000	  0.401	  0.525	  0.535	  0.380
        256.920	  1.000	  0.401	  0.520	  0.535	  0.380
        256.928	  0.993	  0.402	  0.525	  0.535	  0.380
        256.936	  0.986	  0.402	  0.520	  0.545	  0.375
        256.944	  0.960	  0.401	  0.516	  0.545	  0.371
        256.952	  0.935	  0.401	  0.510	  0.545	  0.371
        256.960	  0.907	  0.400	  0.516	  0.545	  0.365
        256.968	  0.881	  0.399	  0.516	  0.555	  0.355
        256.976	  0.850	  0.397	  0.516	  0.551	  0.355
        256.984	  0.819	  0.394	  0.516	  0.555	  0.349
        256.992	  0.786	  0.392	  0.520	  0.561	  0.339
        257.000	  0.753	  0.388	  0.520	  0.555	  0.345
        257.008	  0.718	  0.384	  0.539	  0.539	  0.371
        257.016	  0.684	  0.381	  0.561	  0.535	  0.380
        257.024	  0.652	  0.379	  0.575	  0.529	  0.384
        257.032	  0.619	  0.380	  0.584	  0.525	  0.380
        257.040	  0.591	  0.382	  0.561	  0.525	  0.371
        257.048	  0.564	  0.388	  0.535	  0.539	  0.345
        257.056	  0.541	  0.396	  0.506	  0.545	  0.335
        257.064	  0.517	  0.407	  0.490	  0.545	  0.345
        257.072	  0.496	  0.420	  0.461	  0.539	  0.359
        257.080	  0.475	  0.439	  0.461	  0.529	  0.375
        257.088	  0.456	  0.458	  0.461	  0.535	  0.371
        257.096	  0.436	  0.479	  0.475	  0.545	  0.365
        257.104	  0.420	  0.497	  0.480	  0.555	  0.349
        257.112	  0.405	  0.513	  0.494	  0.561	  0.345
        257.120	  0.392	  0.527	  0.490	  0.561	  0.345
        257.128	  0.379	  0.537	  0.494	  0.555	  0.349
        257.136	  0.369	  0.544	  0.506	  0.551	  0.345
        257.144	  0.358	  0.548	  0.606	  0.580	  0.284
        257.152	  0.348	  0.553	  0.610	  0.455	  0.500
        257.160	  0.339	  0.555	  0.174	  0.039	  1.302
        257.168	  0.329	  0.554	 -0.502	 -0.418	  1.504
        257.176	  0.321	  0.553	 -0.502	 -0.186	  1.504
        257.184	  0.313	  0.551	 -0.037	  0.375	  0.806
        257.192	  0.304	  0.547	  0.320	  0.520	  0.449
        257.200	  0.297	  0.541	  0.420	  0.516	  0.425
        257.208	  0.289	  0.533	  0.471	  0.520	  0.400
        257.216	  0.283	  0.523	  0.500	  0.529	  0.365
        257.224	  0.278	  0.512	  0.516	  0.535	  0.355
        257.232	  0.273	  0.501	  0.520	  0.545	  0.339
        257.240	  0.268	  0.491	  0.520	  0.545	  0.345
        257.248	  0.263	  0.481	  0.516	  0.529	  0.365
        257.256	  0.259	  0.473	  0.506	  0.520	  0.375
        257.264	  0.256	  0.467	  0.500	  0.520	  0.380
        257.272	  0.252	  0.461	  0.510	  0.516	  0.394
        257.280	  0.250	  0.458	  0.520	  0.516	  0.400
        257.288	  0.248	  0.457	  0.520	  0.500	  0.410
        257.296	  0.247	  0.456	  0.520	  0.490	  0.429
        257.304	  0.247	  0.456	  0.510	  0.480	  0.445
        257.312	  0.249	  0.455	  0.520	  0.471	  0.461
        257.320	  0.251	  0.453	  0.510	  0.461	  0.475
        257.328	  0.255	  0.450	  0.506	  0.445	  0.506
        257.336	  0.259	  0.447	  0.494	  0.425	  0.539
        257.344	  0.265	  0.443	  0.494	  0.400	  0.571
        257.352	  0.271	  0.440	  0.500	  0.375	  0.610
        257.360	  0.277	  0.437	  0.500	  0.345	  0.655
        257.368	  0.283	  0.434	  0.506	  0.320	  0.696
        257.376	  0.289	  0.431	  0.510	  0.300	  0.735
        257.384	  0.296	  0.429	  0.510	  0.275	  0.761
        257.392	  0.304	  0.426	  0.510	  0.269	  0.771
        257.400	  0.312	  0.423	  0.516	  0.275	  0.761
        257.408	  0.321	  0.419	  0.510	  0.278	  0.751
        257.416	  0.329	  0.415	  0.516	  0.304	  0.716
        257.424	  0.336	  0.412	  0.506	  0.335	  0.676
        257.432	  0.344	  0.408	  0.500	  0.375	  0.620
        257.440	  0.350	  0.405	  0.490	  0.416	  0.561
        257.448	  0.357	  0.403	  0.484	  0.445	  0.520
        257.456	  0.362	  0.401	  0.484	  0.471	  0.471
        257.464	  0.368	  0.400	  0.500	  0.500	  0.429
        257.472	  0.373	  0.399	  0.500	  0.520	  0.394
        257.480	  0.378	  0.400	  0.500	  0.539	  0.375
        257.488	  0.383	  0.401	  0.500	  0.545	  0.355
        257.496	  0.387	  0.401	  0.516	  0.551	  0.345
        257.504	  0.390	  0.402	  0.510	  0.561	  0.345
        257.512	  0.393	  0.402	  0.520	  0.561	  0.335
        257.520	  0.395	  0.401	  0.516	  0.551	  0.349
        257.528	  0.396	  0.401	  0.516	  0.551	  0.355
        257.536	  0.397	  0.401	  0.506	  0.545	  0.359
        257.544	  0.397	  0.401	  0.516	  0.545	  0.365
        257.552	  0.395	  0.402	  0.510	  0.539	  0.375
        257.560	  0.394	  0.402	  0.520	  0.535	  0.380
        257.568	  0.390	  0.402	  0.516	  0.539	  0.375
        257.576	  0.386	  0.402	  0.520	  0.539	  0.380
        257.584	  0.380	  0.402	  0.516	  0.545	  0.375
        257.592	  0.375	  0.402	  0.510	  0.539	  0.380
        257.600	  0.369	  0.402	  0.500	  0.539	  0.380
        257.608	  0.362	  0.402	  0.506	  0.545	  0.375
        257.616	  0.354	  0.402	  0.506	  0.545	  0.371
        257.624	  0.345	  0.402	  0.500	  0.545	  0.365
        257.632	  0.335	  0.402	  0.510	  0.545	  0.359
        257.640	  0.326	  0.401	  0.506	  0.555	  0.355
        257.648	  0.314	  0.400	  0.510	  0.555	  0.345
        257.656	  0.303	  0.399	  0.506	  0.555	  0.349
        257.664	  0.291	  0.397	  0.525	  0.545	  0.371
        257.672	  0.280	  0.396	  0.545	  0.529	  0.384
        257.680	  0.269	  0.397	  0.571	  0.516	  0.404
        257.688	  0.258	  0.402	  0.571	  0.516	  0.400
        257.696	  0.248	  0.413	  0.565	  0.520	  0.390
        257.704	  0.239	  0.422	  0.529	  0.529	  0.359
        257.712	  0.231	  0.433	  0.510	  0.539	  0.345
        257.720	  0.222	  0.453	  0.480	  0.545	  0.355
        257.728	  0.213	  0.478	  0.455	  0.545	  0.359
        257.736	  0.205	  0.498	  0.445	  0.535	  0.380
        257.744	  0.199	  0.519	  0.449	  0.539	  0.371
        257.752	  0.193	  0.547	  0.471	  0.545	  0.365
        257.760	  0.188	  0.568	  0.484	  0.555	  0.349
        257.768	  0.183	  0.583	  0.490	  0.561	  0.339
        257.776	  0.179	  0.592	  0.484	  0.561	  0.349
        257.784	  0.175	  0.598	  0.490	  0.555	  0.355
        257.792	  0.171	  0.601	  0.484	  0.551	  0.355
        257.800	  0.168	  0.602	  0.555	  0.571	  0.314
        257.808	  0.165	  0.602	  0.600	  0.575	  0.304
        257.816	  0.163	  0.601	  0.359	  0.210	  0.961
        257.824	  0.160	  0.598	 -0.308	 -0.312	  1.504
        257.832	  0.158	  0.596	 -0.502	 -0.412	  1.504
        257.840	  0.157	  0.592	 -0.231	  0.265	  1.037
        257.848	  0.156	  0.588	  0.249	  0.535	  0.471
        257.856	  0.155	  0.583	  0.394	  0.545	  0.410
        257.864	  0.154	  0.576	  0.449	  0.520	  0.416
        257.872	  0.153	  0.567	  0.490	  0.535	  0.380
        257.880	  0.152	  0.556	  0.516	  0.539	  0.371
        257.888	  0.151	  0.544	  0.525	  0.535	  0.345
        257.896	  0.150	  0.532	  0.539	  0.545	  0.339
        257.904	  0.148	  0.521	  0.525	  0.535	  0.359
        257.912	  0.146	  0.511	  0.520	  0.529	  0.371
        257.920	  0.143	  0.503	  0.520	  0.520	  0.375
        257.928	  0.141	  0.496	  0.520	  0.516	  0.394
        257.936	  0.140	  0.491	  0.520	  0.506	  0.410
        257.944	  0.138	  0.488	  0.525	  0.500	  0.420
        257.952	  0.136	  0.486	  0.529	  0.506	  0.410
        257.960	  0.135	  0.484	  0.520	  0.494	  0.429
        257.968	  0.134	  0.482	  0.510	  0.480	  0.449
        257.976	  0.132	  0.479	  0.510	  0.471	  0.471
        257.984	  0.131	  0.476	  0.510	  0.461	  0.484
        257.992	  0.131	  0.472	  0.510	  0.445	  0.516
